"read_count(G)"	"read_count(NW)"	"read_count(S)"
"PdomMRNA00701.1"	77.6	48.4	45.75
"PdomMRNA00702.1"	1552.8	857.8	1050
"PdomMRNA00703.1"	818.6	700.8	610.75
"PdomMRNA00704.1"	191.8	86	92
"PdomMRNA00705.1"	683.8	473	542
"PdomMRNA00709.1"	1105.4	832.4	842
"PdomMRNA00710.1"	731.8	417.4	366.25
"PdomMRNA00711.1"	528.2	391.8	343.5
"PdomMRNA00712.1"	76.4	55.2	64.5
"PdomMRNA00713.1"	3929.8	2472	2558.75
"PdomMRNA00714.1"	2539	1993.4	1994.25
"PdomMRNA00715.1"	4418.4	3054.6	3408.5
"PdomMRNA00716.1"	2441.4	1783.4	2038
"PdomMRNA00718.1"	245.8	145.2	185.5
"PdomMRNA00719.1"	6361.6	4150.6	4214.25
"PdomMRNA00720.1"	52.4	45.4	72
"PdomMRNA00721.1"	865.4	879.4	703.25
"PdomMRNA00723.1"	4293.2	3142.6	3430
"PdomMRNA00724.1"	185.2	131	108.25
"PdomMRNA00725.1"	3455.8	3081.8	3142.25
"PdomMRNA00726.1"	1098.8	671.2	687.25
"PdomMRNA00727.1"	4702.2	2702.8	2593
"PdomMRNA00728.1"	44.6	40.6	28.5
"PdomMRNA00729.1"	2151.4	1927.6	1807
"PdomMRNA00730.1"	1471	834.2	958.5
"PdomMRNA00731.1"	516.4	395.8	395.25
"PdomMRNA00732.1"	788.6	643	608
"PdomMRNA00733.1"	1353	1050	1175
"PdomMRNA00734.1"	1131.2	792	828.5
"PdomMRNA00735.1"	1559.4	1140.8	1216.5
"PdomMRNA00736.1"	2133.6	1054.8	1120.25
"PdomMRNA00737.1"	2743.4	1691.6	1595.5
"PdomMRNA00739.1"	97.4	53.8	52
"PdomMRNA00740.1"	2256.2	1554.8	1366.5
"PdomMRNA00741.1"	1447.2	862.6	955.25
"PdomMRNA00742.1"	1528.2	1363.8	1272.25
"PdomMRNA00743.1"	1343.8	919.8	911
"PdomMRNA00745.1"	3764.4	1974.4	2492.75
"PdomMRNA00746.1"	271.2	155.2	162.25
"PdomMRNA00748.1"	1117.2	756	884.25
"PdomMRNA00751.1"	961.6	875	731.5
"PdomMRNA00752.1"	954.2	638.6	653.75
"PdomMRNA00754.1"	1057	908.4	781.75
"PdomMRNA00755.1"	2294.4	1563.8	1445.25
"PdomMRNA00756.1"	229.6	143.4	130
"PdomMRNA00757.1"	4959.2	3223.8	3326.5
"PdomMRNA00758.1"	450.2	231	205.25
"PdomMRNA00759.1"	157	122.8	85
"PdomMRNA00760.1"	2356.6	1810.2	1985.75
"PdomMRNA00761.1"	2975.2	1651.2	1747.5
"PdomMRNA00763.1"	315.2	177.4	231
"PdomMRNA00764.1"	8070.2	5472.6	4757.75
"PdomMRNA00765.1"	2100.6	1384.8	1461.75
"PdomMRNA00766.1"	2290.8	1685.2	1474
"PdomMRNA00767.1"	283.8	215.4	144.25
"PdomMRNA00768.1"	6162.6	3860	3648
"PdomMRNA00769.1"	4910	3372.6	3312.75
"PdomMRNA00771.1"	599.8	366	437.5
"PdomMRNA00772.1"	3047.4	2255.6	2174.75
"PdomMRNA00774.1"	2661.6	1978.4	1872.75
"PdomMRNA00775.1"	828.2	538	671.75
"PdomMRNA00776.1"	1560.4	947.4	856.5
"PdomMRNA00777.1"	600.2	499.2	334.5
"PdomMRNA00780.1"	1331.2	984.2	909.75
"PdomMRNA00781.1"	544.4	416.6	392.75
"PdomMRNA00782.1"	712.4	452	378.5
"PdomMRNA00783.1"	144.2	192.2	96
"PdomMRNA00786.1"	4325	3841.2	3624
"PdomMRNA00787.1"	139.2	100.8	98
"PdomMRNA00788.1"	277.6	255.6	211.5
"PdomMRNA00790.1"	135.8	61	60.75
"PdomMRNA00792.1"	275	161.8	150.5
"PdomMRNA00793.1"	96.2	73.2	60
"PdomMRNA00794.1"	3626.2	2116.6	2447.25
"PdomMRNA00795.1"	101.4	51.6	59.5
"PdomMRNA00796.1"	6101	3810.6	3396.75
"PdomMRNA00797.1"	36.2	46.8	96.25
"PdomMRNA00798.1"	1304.8	644.8	603.5
"PdomMRNA00799.1"	6599.4	3796.8	4078.75
"PdomMRNA00800.1"	199.6	149.4	138
"PdomMRNA00802.1"	895.8	725	640.5
"PdomMRNA00803.1"	233	120.4	112.25
"PdomMRNA00805.1"	3228.6	2867	2476.5
"PdomMRNA00806.1"	1498.2	924	954.25
"PdomMRNA00807.1"	939	735.8	779.5
"PdomMRNA00808.1"	24.2	26.6	56.25
"PdomMRNA00809.1"	329.4	190.8	182.25
"PdomMRNA00810.1"	52.2	24.8	34.75
"PdomMRNA00812.1"	1016.8	832.6	795.25
"PdomMRNA00814.1"	7076.4	3354.4	3967.75
"PdomMRNA00815.1"	613.6	365.4	345.75
"PdomMRNA00816.1"	688.4	462.6	493.5
"PdomMRNA00817.1"	2821.2	1670.6	1474.25
"PdomMRNA00819.1"	830.8	629.6	595.75
"PdomMRNA00820.1"	60.2	37.4	35.25
"PdomMRNA00821.1"	3171.6	2435.8	2095.75
"PdomMRNA00822.1"	694	411	397.75
"PdomMRNA00824.1"	310.4	216.2	214.75
"PdomMRNA00825.1"	338.2	14.8	52
"PdomMRNA00826.1"	767.6	492.2	754.5
"PdomMRNA00827.1"	706.8	506.4	531
"PdomMRNA00830.1"	796.4	593.6	592.5
"PdomMRNA00831.1"	35400	17641.2	18476.75
"PdomMRNA00834.1"	808.6	698.8	636
"PdomMRNA00835.1"	315.4	251	290
"PdomMRNA00837.1"	1265.4	994	987.25
"PdomMRNA00838.1"	242.2	116.4	186
"PdomMRNA00839.1"	73.2	25.6	38.25
"PdomMRNA00840.1"	1251	708.8	660
"PdomMRNA00841.1"	115.2	98.2	91
"PdomMRNA00843.1"	1574	991.2	1029
"PdomMRNA00844.1"	1259.2	598.2	991.5
"PdomMRNA00845.1"	1109.8	656.6	632.25
"PdomMRNA00846.1"	516.4	421.2	392.75
"PdomMRNA00847.1"	2688	1774.6	1777.75
"PdomMRNA00851.1"	54.2	40	35.25
"PdomMRNA00852.1"	431.2	183.2	262.5
"PdomMRNA00855.2"	362.4	198.4	184
"PdomMRNA00858.1"	395.4	317.4	239
"PdomMRNA00859.1"	150.8	83	59.75
"PdomMRNA00860.1"	2956.2	2109	2240.75
"PdomMRNA00861.2"	41.2	34.8	36.25
"PdomMRNA00862.1"	1790.4	1455.6	1286
"PdomMRNA00864.1"	7119.6	5245.4	5033.25
"PdomMRNA00866.1"	2508.6	2242.2	1947
"PdomMRNA00867.1"	624.2	456.8	464.5
"PdomMRNA00868.1"	1002.4	608.6	699.25
"PdomMRNA00869.1"	1915.2	1272	1312.25
"PdomMRNA00870.1"	28.6	43.2	44
"PdomMRNA00871.1"	6114.2	3990	4228.5
"PdomMRNA00872.1"	3860.6	2372.8	3304.5
"PdomMRNA00874.1"	186	111	105.5
"PdomMRNA00875.1"	343	268.4	358.75
"PdomMRNA00876.1"	210	105	99.25
"PdomMRNA00878.1"	234.8	119.6	110.75
"PdomMRNA00879.1"	4515.8	3190.6	3475
"PdomMRNA00882.1"	2397.8	1456	1675.5
"PdomMRNA00883.1"	818.8	576.6	581.5
"PdomMRNA00885.1"	655.8	532.6	460.75
"PdomMRNA00886.1"	159.4	132.4	125.25
"PdomMRNA00887.1"	76.4	58.2	50.5
"PdomMRNA00888.1"	226	152.2	116
"PdomMRNA00891.1"	4368.2	2432.2	2452.5
"PdomMRNA00892.1"	1051.2	667.6	715.25
"PdomMRNA00893.1"	51.6	120	72.25
"PdomMRNA00894.1"	4063.8	2660.4	2994.25
"PdomMRNA00895.1"	7042.4	4942.6	4394.75
"PdomMRNA00896.1"	732.8	467	419
"PdomMRNA00897.1"	287	208.4	177.5
"PdomMRNA00901.1"	1626.6	1072.8	1045
"PdomMRNA00905.1"	930	615	542
"PdomMRNA00907.1"	652	530.8	516.75
"PdomMRNA00911.1"	2489.8	1492.8	1538.5
"PdomMRNA00913.1"	1966.4	1363.4	1352.75
"PdomMRNA00914.1"	616.2	423.8	429
"PdomMRNA00915.1"	5960.4	3188.8	5524.25
"PdomMRNA00916.1"	550.8	537	401.25
"PdomMRNA00917.1"	2477.8	1702.8	1748
"PdomMRNA00918.1"	2515	1259	1445
"PdomMRNA00919.1"	1156.8	982	827.75
"PdomMRNA00920.1"	1400.4	940.2	867.5
"PdomMRNA00921.1"	4013.8	2925.4	3092
"PdomMRNA00922.1"	1885.6	1688.2	1530.5
"PdomMRNA00923.1"	960.6	590.4	612
"PdomMRNA00924.1"	1129.8	643.4	635.75
"PdomMRNA00925.1"	280	209	199
"PdomMRNA00926.1"	761	599.2	584.75
"PdomMRNA00927.1"	396	356	376.5
"PdomMRNA00928.1"	166.4	118.8	116.75
"PdomMRNA00929.1"	82.6	58	59.5
"PdomMRNA00930.1"	445.2	166.6	263.25
"PdomMRNA00931.1"	156.8	119.8	87.5
"PdomMRNA00932.1"	878.6	598.8	638.25
"PdomMRNA00933.1"	581.2	405.6	380.75
"PdomMRNA00934.1"	1469.4	1164.8	1114.75
"PdomMRNA00935.1"	1204.4	523.2	713
"PdomMRNA00936.1"	2859.4	1488.4	1688.75
"PdomMRNA00937.1"	826.6	624.2	742.5
"PdomMRNA00938.1"	34373	16914.4	19651.25
"PdomMRNA00940.1"	46.8	31	64.5
"PdomMRNA00942.1"	566	486.4	346.5
"PdomMRNA00943.1"	1838.8	1371.4	1663.5
"PdomMRNA00944.1"	1644.6	937	1052.25
"PdomMRNA00945.1"	2502.8	1475.6	1596.5
"PdomMRNA00946.1"	706	459.8	629
"PdomMRNA00947.1"	2020	1237.8	1373.5
"PdomMRNA00948.1"	171	183.6	193.25
"PdomMRNA00949.1"	3139.2	2216.8	2127
"PdomMRNA00950.1"	1924	2123.8	1898.5
"PdomMRNA00951.1"	399.6	313.6	347
"PdomMRNA00952.1"	3380.2	2288.4	2568.75
"PdomMRNA00953.1"	902	695.2	570.5
"PdomMRNA00954.1"	944	694.8	651
"PdomMRNA00955.1"	609	464.2	547.5
"PdomMRNA00956.1"	4774	2840	3019.25
"PdomMRNA00957.1"	2943.6	1694.2	1868.25
"PdomMRNA00958.1"	1997	3094.8	2232.75
"PdomMRNA00959.1"	1547.6	1119.8	1141.75
"PdomMRNA00961.1"	603.4	373	415.25
"PdomMRNA00963.1"	2285.6	1626.4	1261.75
"PdomMRNA00965.1"	2887	693.4	988
"PdomMRNA00967.1"	924	560	547.5
"PdomMRNA00969.1"	1506	826.8	819.25
"PdomMRNA00970.1"	1723.4	1550.6	1376.75
"PdomMRNA00971.1"	850.8	568.4	639.75
"PdomMRNA00972.1"	396.2	271.2	314
"PdomMRNA00973.1"	189	137.8	125.5
"PdomMRNA00974.1"	933.6	614.8	547.75
"PdomMRNA00975.1"	6534.4	3463	4157.25
"PdomMRNA00976.1"	11276.4	8124.2	7729.25
"PdomMRNA00977.1"	553	296	377.5
"PdomMRNA00978.1"	6762.2	4129.8	4152
"PdomMRNA00979.1"	2646.8	1888.4	2055.25
"PdomMRNA00980.1"	8158	6629.4	6392.75
"PdomMRNA00981.1"	959	699.6	806.75
"PdomMRNA00982.1"	3217.2	1909.4	1948
"PdomMRNA00983.1"	4549.2	5178.6	4481.5
"PdomMRNA00984.1"	1427	844.4	888.25
"PdomMRNA00985.1"	494	349.6	336.75
"PdomMRNA00986.1"	42.2	24.2	42.25
"PdomMRNA00987.1"	2001	1154	1173.25
"PdomMRNA00988.1"	2472.2	1724.4	2009
"PdomMRNA00989.1"	804.4	505.4	604.5
"PdomMRNA00991.1"	4015.6	2291.6	2518.25
"PdomMRNA00992.1"	1027.8	602	677.25
"PdomMRNA00993.1"	4899.4	3022.6	3382.75
"PdomMRNA00994.1"	2422.4	1526.2	1590.25
"PdomMRNA00995.1"	595.4	324.6	329.75
"PdomMRNA00996.1"	2769	1687.6	1703.25
"PdomMRNA00997.1"	172.6	133	179.75
"PdomMRNA00998.1"	226	145.4	190.5
"PdomMRNA00999.1"	860.4	572	529.75
"PdomMRNA01000.1"	2559.8	1788.4	2457
"PdomMRNA01001.1"	1508.8	885.8	885
"PdomMRNA01002.1"	6722.4	4407.6	4791
"PdomMRNA01003.1"	450428.2	97323.6	84107.75
"PdomMRNA01004.1"	1682.6	1318.6	1267.75
"PdomMRNA01005.1"	7274	4553.6	5056.25
"PdomMRNA01006.1"	134	111.2	106
"PdomMRNA01007.1"	36372.2	22207.4	24385.75
"PdomMRNA01008.1"	4944.6	3488.6	3403.75
"PdomMRNA01009.1"	383.6	265.6	183.75
"PdomMRNA01010.1"	2320	1794.8	1702.25
"PdomMRNA01012.1"	1055.6	852	729.5
"PdomMRNA01013.1"	2573.6	1725.8	1896.75
"PdomMRNA01015.1"	1032.6	1117.2	1495.25
"PdomMRNA01016.1"	1230	540	690.5
"PdomMRNA01017.1"	6102.6	4138.2	3781
"PdomMRNA01018.1"	9908.8	7028.8	6643.5
"PdomMRNA01020.1"	762	554.4	572.75
"PdomMRNA01021.1"	3838.6	1941.2	2240.25
"PdomMRNA01023.1"	1757.4	1091.4	1150.5
"PdomMRNA01024.1"	8765.6	6578.4	6288
"PdomMRNA01025.1"	11105.8	8434.4	9241.5
"PdomMRNA01026.1"	2386.2	1999.8	1637
"PdomMRNA01027.1"	1334.6	1096	1037.75
"PdomMRNA01028.1"	3929.6	2055.4	2316.25
"PdomMRNA01029.1"	1135.2	824.8	793
"PdomMRNA01030.1"	954.4	583.6	596.75
"PdomMRNA01031.1"	75.4	84	69.25
"PdomMRNA01033.1"	2312.2	1337.2	1544.25
"PdomMRNA01034.1"	943.4	679	560.25
"PdomMRNA01035.1"	747.8	1443	1305.5
"PdomMRNA01036.1"	1112.4	770.2	647
"PdomMRNA01037.1"	307.2	267.8	208.25
"PdomMRNA01038.1"	6019.4	4205.2	4406.25
"PdomMRNA01039.1"	160.4	123.4	117.25
"PdomMRNA01041.1"	3099	1981.4	2161
"PdomMRNA01042.1"	7935.6	5599.6	5638.25
"PdomMRNA01046.1"	477	286.6	271.5
"PdomMRNA01047.1"	906.6	719.6	662
"PdomMRNA01048.1"	775.4	536.4	544
"PdomMRNA01049.1"	2009.6	1067.8	1107
"PdomMRNA01050.1"	169.4	99.2	90.5
"PdomMRNA01051.1"	4183.2	2542.8	2858.5
"PdomMRNA01052.1"	1666	1085.6	1205.25
"PdomMRNA01053.1"	14375.2	9524.6	9899
"PdomMRNA01055.1"	35.4	42.2	45.75
"PdomMRNA01056.1"	2963.8	1942.2	1885.5
"PdomMRNA01057.1"	301.8	347.6	244
"PdomMRNA01058.1"	409.6	249.2	283.25
"PdomMRNA01059.1"	1461.2	1075.8	1048.75
"PdomMRNA01060.1"	4495.2	10150	6588.5
"PdomMRNA01061.1"	145	91.2	101.25
"PdomMRNA01063.1"	3171.8	1340.8	1735.25
"PdomMRNA01065.1"	735	245.2	376.75
"PdomMRNA01068.1"	911.8	674.4	741
"PdomMRNA01069.1"	1564.8	1054.8	1165.75
"PdomMRNA01070.1"	160.4	114.4	115.5
"PdomMRNA01071.1"	67.6	56	39
"PdomMRNA01072.1"	7444.6	2916.8	3843.75
"PdomMRNA01073.1"	1143	675.4	599.5
"PdomMRNA01075.1"	2671.6	2055.4	1689.75
"PdomMRNA01077.1"	9086.4	3105.8	7006
"PdomMRNA01080.1"	2465.2	2065.4	1959.25
"PdomMRNA01081.1"	103.6	89.4	114.25
"PdomMRNA01086.1"	11317.6	8461.8	8707.5
"PdomMRNA01087.1"	1036.4	754	649.75
"PdomMRNA01088.1"	1444.2	1007.4	1219.5
"PdomMRNA01089.1"	2328.4	1374.2	1537
"PdomMRNA01091.1"	4195.4	2696.6	2790.75
"PdomMRNA01092.1"	11666.2	6083.4	7118.75
"PdomMRNA01093.1"	7919.2	5706.6	5591.5
"PdomMRNA01094.1"	54	22.2	32.5
"PdomMRNA01095.1"	561.6	598.6	384.75
"PdomMRNA01098.1"	2043.2	1087	1550.5
"PdomMRNA01099.1"	806.2	471	550.75
"PdomMRNA01100.1"	1439.4	783	1010.5
"PdomMRNA01101.1"	931.6	523.6	629.5
"PdomMRNA01102.1"	231.6	218.4	216
"PdomMRNA01103.1"	516	369.8	370.5
"PdomMRNA01104.1"	2551.8	1305	1587.25
"PdomMRNA01105.1"	5140.8	3371.2	3073.5
"PdomMRNA01106.1"	587.6	390.4	398.25
"PdomMRNA01107.1"	1230	644	1068.25
"PdomMRNA01108.1"	2819.2	1865.2	1530.75
"PdomMRNA01109.1"	817.6	551.8	509.5
"PdomMRNA01110.1"	79.8	97.2	47.75
"PdomMRNA01111.1"	488.6	263.4	296.5
"PdomMRNA01112.1"	1331.2	791.2	820.25
"PdomMRNA01113.1"	2826.2	1904.4	2172.75
"PdomMRNA01114.1"	261	159	124.25
"PdomMRNA01115.1"	693.6	461.4	454.25
"PdomMRNA01118.1"	216.4	133.4	133.5
"PdomMRNA01119.1"	412.2	357.4	321
"PdomMRNA01120.1"	2306.6	1591.6	1672
"PdomMRNA01121.1"	6779.6	5387	5392
"PdomMRNA01122.1"	2076.2	1602.6	1454.25
"PdomMRNA01123.1"	2391.2	1244.8	1580.5
"PdomMRNA01124.1"	3444.8	2417	2163.25
"PdomMRNA01125.1"	62	31.6	52
"PdomMRNA01127.1"	294.8	252.4	629.75
"PdomMRNA01128.1"	832.4	533.8	539.75
"PdomMRNA01129.1"	359	248.8	294
"PdomMRNA01130.1"	1426.4	957.6	887
"PdomMRNA01131.1"	949.4	678.4	806.5
"PdomMRNA01132.1"	1246.2	920.6	953.25
"PdomMRNA01133.1"	3036.2	2385	2267
"PdomMRNA01135.1"	1068.2	763.6	749
"PdomMRNA01137.1"	614.6	365	389.5
"PdomMRNA01138.1"	598.4	397	392.25
"PdomMRNA01139.1"	1344.4	788.8	935
"PdomMRNA01140.1"	838.8	650.4	633
"PdomMRNA01141.1"	1927.4	1078	1100.5
"PdomMRNA01142.1"	1141.4	1015	881
"PdomMRNA01143.1"	5217	3696	4008.25
"PdomMRNA01145.1"	176.8	546.2	239
"PdomMRNA01147.1"	4068.6	2182.4	2743
"PdomMRNA01148.1"	2283.4	1680	1499
"PdomMRNA01151.1"	205.6	140.8	146
"PdomMRNA01153.1"	1133.4	695.8	671.25
"PdomMRNA01155.1"	796	523.6	550.5
"PdomMRNA01156.1"	1053.2	531.2	594.75
"PdomMRNA01157.1"	1212.8	849.2	806.5
"PdomMRNA01158.1"	77001.2	43321.4	40941
"PdomMRNA01159.1"	2285.2	1492.2	1602.75
"PdomMRNA01160.1"	313.4	207.6	206.75
"PdomMRNA01161.1"	6893.2	5684.4	5474
"PdomMRNA01162.1"	1378.6	810.4	895.75
"PdomMRNA01163.1"	2383.4	1467.8	1713.25
"PdomMRNA01164.1"	71	36.8	34.75
"PdomMRNA01170.1"	413.6	304.2	284
"PdomMRNA01171.1"	1735.6	1034.2	1100.5
"PdomMRNA01172.1"	2070.4	1382	1255.25
"PdomMRNA01173.1"	666.2	395.4	373
"PdomMRNA01174.1"	938.6	646.8	698.5
"PdomMRNA01175.1"	1269.8	996.6	921.5
"PdomMRNA01176.1"	3355.2	2493.4	2498
"PdomMRNA01178.1"	9542.4	5844	6247
"PdomMRNA01179.1"	91.6	59.2	81.75
"PdomMRNA01180.1"	980.4	585.8	639.75
"PdomMRNA01182.1"	3661	1730	2333
"PdomMRNA01183.1"	1134.2	959.2	1049
"PdomMRNA01184.1"	1817.8	1260.4	1386.5
"PdomMRNA01185.1"	15206.8	8405.4	9715.25
"PdomMRNA01186.1"	1097.8	695.2	780
"PdomMRNA01187.1"	563.6	296.8	351.5
"PdomMRNA01188.1"	2014	1257.2	1381.75
"PdomMRNA01190.1"	166.2	119.2	132.25
"PdomMRNA01191.1"	730.2	608	468.75
"PdomMRNA01192.1"	186	207.2	205.25
"PdomMRNA01193.1"	9042.4	5156.8	5422
"PdomMRNA01194.1"	42.6	47.8	60.25
"PdomMRNA01196.1"	4420.4	4144.8	3629
"PdomMRNA01197.1"	2590.2	1422.4	1758.75
"PdomMRNA01198.1"	1396.4	1268.8	1140.25
"PdomMRNA01199.1"	489.4	310.2	264
"PdomMRNA01202.1"	63625.2	33543	42643.5
"PdomMRNA01203.1"	1010.4	409.4	448.25
"PdomMRNA01204.1"	1689.4	1215.2	1231.5
"PdomMRNA01205.1"	3170.6	2184.6	2382
"PdomMRNA01206.1"	1002	641.8	610.25
"PdomMRNA01207.1"	955.8	659.4	787.75
"PdomMRNA01208.1"	707.4	534.6	540.25
"PdomMRNA01209.1"	1528	894.6	1134.75
"PdomMRNA01210.1"	1169.8	721	741
"PdomMRNA01211.1"	351.6	253.6	216.75
"PdomMRNA01213.1"	165.2	168.2	153.5
"PdomMRNA01216.1"	2175.8	1485.2	1390.5
"PdomMRNA01217.1"	266718.8	149045.2	163807.2
"PdomMRNA01218.1"	1354.2	859.4	963.5
"PdomMRNA01219.1"	1274	1143.6	1116.25
"PdomMRNA01221.1"	2237.4	1248.2	1398.5
"PdomMRNA01222.1"	43	55.2	73.5
"PdomMRNA01224.1"	2126.2	1417.6	1406.25
"PdomMRNA01225.1"	1846.6	1245.6	1219.75
"PdomMRNA01226.1"	2570.4	1181.6	1400.25
"PdomMRNA01227.1"	739.8	430.4	408.5
"PdomMRNA01229.1"	2429.6	1807.6	1917.25
"PdomMRNA01230.1"	399.2	170.4	166.25
"PdomMRNA01231.1"	142.4	74.2	63.25
"PdomMRNA01232.1"	226.4	127.4	122.75
"PdomMRNA01233.1"	1431.2	1035.8	1332.75
"PdomMRNA01234.1"	132.6	90.4	86
"PdomMRNA01235.1"	4030.6	3458.8	3296.25
"PdomMRNA01237.1"	652.8	484	539
"PdomMRNA01238.1"	801.4	523.6	536
"PdomMRNA01240.1"	305.8	440	246
"PdomMRNA01241.1"	4911.2	3308.4	3421.75
"PdomMRNA01242.1"	96.8	64.8	46.75
"PdomMRNA01244.1"	172	104.8	152.5
"PdomMRNA01248.1"	3238.2	2337.4	2391.75
"PdomMRNA01249.1"	80	167.4	94.25
"PdomMRNA01251.1"	1150.4	2711	638
"PdomMRNA01252.1"	114.8	39.2	29.5
"PdomMRNA01253.1"	1594.2	1395.8	1187.5
"PdomMRNA01254.1"	1131.8	886	862.75
"PdomMRNA01255.1"	2419	1805.2	1670.25
"PdomMRNA01256.1"	1237.8	727.2	766.25
"PdomMRNA01257.1"	4900	3622	3443.5
"PdomMRNA01258.1"	1019.6	567.8	676.5
"PdomMRNA01260.1"	2079.8	1359.8	1387.75
"PdomMRNA01261.1"	1040.2	669.2	665
"PdomMRNA01262.1"	27.2	46.4	48.75
"PdomMRNA01263.1"	1128.8	897.4	916.25
"PdomMRNA01264.1"	64.8	85.4	50.5
"PdomMRNA01265.1"	2140.6	1844	1728.5
"PdomMRNA01266.1"	2243.8	1618.4	1862.5
"PdomMRNA01267.1"	764.6	505.4	598.75
"PdomMRNA01268.1"	181.2	166.2	134.5
"PdomMRNA01272.1"	79.2	57.8	57.75
"PdomMRNA01273.1"	3393.2	2691.2	2707.75
"PdomMRNA01277.1"	1728.2	1236.2	1282.5
"PdomMRNA01279.1"	2259.8	2339.6	1935.5
"PdomMRNA01284.1"	872.8	634.2	592
"PdomMRNA01286.1"	1747	1282.6	1178
"PdomMRNA01287.1"	700.4	259	639.75
"PdomMRNA01288.1"	6349.8	3212.6	3642
"PdomMRNA01289.1"	980.2	1040.6	1087.5
"PdomMRNA01291.1"	733	333.2	392
"PdomMRNA01293.1"	76.6	42	22.25
"PdomMRNA01294.1"	3974.8	6964.4	2931.25
"PdomMRNA01295.1"	256.8	197	169.5
"PdomMRNA01296.1"	79.4	52.4	72.25
"PdomMRNA01299.1"	544.6	452.4	419.5
"PdomMRNA01300.1"	638.8	477.4	466.75
"PdomMRNA01301.1"	3154.4	2367.6	2242.5
"PdomMRNA01302.1"	391.2	288.2	275.5
"PdomMRNA01303.1"	3453.8	1763.4	1953
"PdomMRNA01304.1"	1482	878.6	1028.75
"PdomMRNA01305.1"	124	130.2	81.25
"PdomMRNA01307.1"	2061.8	1524.8	1498.5
"PdomMRNA01308.1"	326	220.8	246
"PdomMRNA01310.1"	192.4	110.4	113.75
"PdomMRNA01311.1"	472.6	286.6	341.75
"PdomMRNA01312.1"	145	73.8	72.75
"PdomMRNA01316.1"	594	288.4	257
"PdomMRNA01317.1"	582.8	393.2	296.5
"PdomMRNA01318.1"	11193.2	6524.6	8283
"PdomMRNA01319.1"	21.6	39.2	46.25
"PdomMRNA01320.1"	2907.6	1699.4	1604.25
"PdomMRNA01321.1"	10999.2	7964.6	6766.5
"PdomMRNA01323.1"	341.2	152.2	176.75
"PdomMRNA01326.1"	169.8	114.4	118
"PdomMRNA01327.1"	8418.6	5653.8	6151
"PdomMRNA01328.1"	4522.6	2696.2	2540
"PdomMRNA01329.1"	1791.8	1442.2	1297
"PdomMRNA01330.1"	606.2	415	436
"PdomMRNA01331.1"	1199.2	816.2	691.25
"PdomMRNA01332.1"	2362.6	3211.4	4330
"PdomMRNA01334.1"	1177.4	819.2	759.25
"PdomMRNA01335.1"	2294	1588.2	1566
"PdomMRNA01336.1"	598.2	436.6	425
"PdomMRNA01338.1"	2939.4	2069.6	1952.25
"PdomMRNA01339.1"	589.8	315.4	361.5
"PdomMRNA01340.1"	3131	1733.6	2174.5
"PdomMRNA01341.1"	563.6	406.2	393.5
"PdomMRNA01345.1"	3391.6	2001.8	2201
"PdomMRNA01346.1"	3248	1771.8	2005.75
"PdomMRNA01347.1"	53.2	33.4	23
"PdomMRNA01348.1"	386	232	289.25
"PdomMRNA01349.1"	2225.8	1834.4	1467.5
"PdomMRNA01350.1"	149.4	118.8	92.25
"PdomMRNA01352.1"	802.4	548.2	547
"PdomMRNA01353.1"	383.2	252.8	214.75
"PdomMRNA01354.1"	119.8	83.2	75.25
"PdomMRNA01356.1"	1248.8	1040.6	735.5
"PdomMRNA01357.1"	3830.2	3114.6	2898.5
"PdomMRNA01358.1"	9017.8	4860.8	5924
"PdomMRNA01359.1"	457.2	492.4	412.25
"PdomMRNA01360.1"	178.4	110.6	106
"PdomMRNA01361.1"	1439.2	1090	1032
"PdomMRNA01362.1"	437.8	472.8	403
"PdomMRNA01364.1"	99.4	40.8	56
"PdomMRNA01371.1"	1078.4	760	659.75
"PdomMRNA01372.1"	608	439.6	385.5
"PdomMRNA01374.1"	2138.8	1491.4	1278.5
"PdomMRNA01375.1"	676.6	420	1307.5
"PdomMRNA01376.1"	6483.6	4404	4496.5
"PdomMRNA01377.1"	285.4	174.2	166.25
"PdomMRNA01378.1"	53.4	53.8	46.75
"PdomMRNA01379.1"	893.8	466.6	498.5
"PdomMRNA01380.1"	3523.6	2505	2919.25
"PdomMRNA01381.1"	1671.4	987.2	1134.25
"PdomMRNA01382.1"	609.4	418.6	369.5
"PdomMRNA01384.1"	769.2	604.6	513.25
"PdomMRNA01385.1"	1662.6	1490.6	1219.75
"PdomMRNA01386.1"	679.6	456.2	493.75
"PdomMRNA01387.1"	1188.2	727.4	678.25
"PdomMRNA01389.1"	1272.6	805.6	820.75
"PdomMRNA01390.1"	7187.4	5176	5781.75
"PdomMRNA01391.1"	2178.4	2139	1708
"PdomMRNA01393.1"	5169.6	4455.8	4258.25
"PdomMRNA01394.1"	4679.4	4350.8	3504.75
"PdomMRNA01395.1"	2780.8	1626.6	1957
"PdomMRNA01397.1"	516.4	275.2	364.75
"PdomMRNA01398.1"	238.2	170.6	154.5
"PdomMRNA01399.1"	248.6	138.8	185.5
"PdomMRNA01400.1"	1747.2	1260.2	1189
"PdomMRNA01402.1"	683.2	439.6	371.5
"PdomMRNA01403.1"	138.2	97	52
"PdomMRNA01404.1"	793.8	425.8	470.25
"PdomMRNA01405.1"	715	464	468.25
"PdomMRNA01406.1"	53.8	25.2	3.25
